date,developerResponse,review,rating,isEdited,userName,title
2024-03-14 01:25:04,"{'id': 42613871, 'body': 'Thank you for taking the time to contact us and providing this feedback. We will definitely share this with our team and we appreciate your help as we continue to improve our program! If we can help with anything else, or if you would like to provide additional feedback/suggestions, please email us directly at support@myfitnesspal.com. Thank you!', 'modified': '2024-03-15T15:43:19Z'}","I am located in Australia

I am using your app, however I am also on a meal plan of 1200 cal per day with lite n easy and I’m noticing that the calories calculated in the app are not amounting to the correct calories that lite n easy has dedicated to the meals, I am wondering if there is a reason why this is? 

I am currently using the free version. I also think it would be beneficial. If you offered students a discount to use this app as it is beneficial for students young people and anyone to be able to make healthy lifestyle changes. However the app is rather expensive for someone who is studying full-time. 

As a nursing student, I would like to use this app in the premium version however, I cannot afford the current cost of the app. 

Overall, the app has been a good experience. I do wish the exercise videos had explanations of what to do and how to do the exercises. I would like to say one day that we can connect our Apple watches to the exercise videos through the app to see how many calories were burning when we screen, share it to our TV. 

I look forward to using this app in the future, and I hope everyone reading this has a great day.

I also think it would be good if the app could send motivational notifications to both the free users and the premium users to help encourage movement and using the app.",3,False,Bell_makeham,Great app but small issues
2022-06-25 02:05:32,"{'id': 30580890, 'body': 'Hello! Our apologies for any problems you are having locating the progress page on the free app. Please reach out to us here https://myfitnesspal.zendesk.com/hc/en-us/requests/new or directly at support@myfitnesspal.com for further help. Thank you.', 'modified': '2022-06-27T14:12:19Z'}","I love using MyFitness Pal to log my food & exercise journey but also to keep track of my weight loss journey. I find the new upgrade has less free features to offer now, including the progress diary which has now become a premium feature. 

All my progress photos and weight history from the last 6 years have been removed so I’m not that excited about the new upgrade. This was a staple feature of the free version for years and now it’s all of a sudden become a premium feature. 

Disappointed to say the least, this was one of the main features that made this app so awesome and versatile to use. I was contemplating to upgrade to premium just recently as I wanted to dive deeper into my macros and analytics but the recent upgrade has changed my tune… not a fan of the new upgrade the free version has literally been stripped back to its bare bones. The only way I’ll be able to retrieve my weight loss data & history from the last six years is to pay a premium for it, not cool.",1,False,Chezza2212,Recent Upgrade 👎🏽👎🏽
2019-06-08 04:17:17,,"The update has ruined this app for me. When the update happened 3 days ago it created hundreds of reminders I can’t get rid of. I was so confused as to why I was get around 50 notifications for each meal, I went into the reminders part of the app and founds dozens of reminders had been set. I went through and turned them all off, went out of it and when I went back into it they had all been turned back on. So I had to go through each reminder one at a time and delete each one individually. Then a couple of hours later I get 50 notifications to log my lunch!!! I go back into the reminders and each one I painstakingly deleted had reappeared!!! I’ve missed text messages and emails because this is clog up my phone notifications and making my phone over whelmed and slow! If I can’t fix it I will have to delete the app",4,False,Lostfaithinhumanity,Terrible update
2024-04-09 08:16:11,"{'id': 43205920, 'body': 'Hi there! Thank you for your review of MyFitnessPal, we are happy to hear you are enjoying the program! Please also see https://myfitnesspal.zendesk.com/hc/articles/360032621751-How-can-I-track-vitamins-medications-or-supplements for more information on logging vitamins and minerals.', 'modified': '2024-04-11T16:44:03Z'}","I’ve been using this app for quite some time now and I have been enjoying what it offers. I have just started dieting again and have paid for premium which allows me to concentrate on daily calories, and adjusting protein, carbs and fat for cutting down. Which means losing fat and keeping my lean muscle. This addition also allows me to set up 1 day a week to have a higher calorie as this is my cheat day. 
I would love it if zinc can be added to the nutrition page as I really would like to know if I’m getting enough of this in my diet. 
I would highly recommend this app if you want to keep control of the calories you have per day",5,False,White Sport Socks,Brilliant App
2018-05-12 02:36:55,,"MyFitnessPal has a huge catalogue of foods available to help keep you tracking and accountable, as well as allowing you to scan the barcodes of your food to help log all nutritional values, not just calories. 
I've used MyFitnessPal for years on and off, never being truly consistent, but I decided a week ago that I needed to lose this 15kg, and by being able to track exactly how many calories I'm consuming, I've been able to drop 2kg already. 
Only annoying thing is that it constantly insists that you upgrade to premium, not just in order to access other features such as macros and intermittent fasting scheduling, but also leaves a banner on every single tab in the app. If I want to go premium, I will - it's annoying that I have to look at that ribbon advertising premium everywhere.",4,False,UserError26,Already lost 2kg
2021-11-09 03:36:07,"{'id': 26195534, 'body': 'Hi there, thanks for trying the program! Please see https://myfitnesspal.zendesk.com/hc/articles/360032270532-Can-I-share-recipes-with-other-users for more information. Please reach out to us here https://myfitnesspal.zendesk.com/hc/en-us/requests/new or directly at support@myfitnesspal.com for further help. Thank you.', 'modified': '2021-11-10T14:38:01Z'}","My nutrition coach asked me to download and use My Fitness Pal so we can set goals and track calories and macros. The goal setting is fine. But for some reason the recipes that my coach has set up in My Fitness Pal are not coming up in the search results, no matter what variation of search terms are used. She has set the recipes as “public” so that is not the issue. I can see hundreds of other (often not relevant) search results so it’s not a problem with my access or connection. This needs to be fixed - so recipes marked as public are searchable by others. Also, it’s very annoying that a recupe can’t be quick added with just calories and macros added, it’s so time consuming to have to put in every single ingredient to get the values. Please fix this also.",3,False,gretoutfg,"Some good functionality, but big thumbs down for the food search"
2022-08-03 01:54:14,"{'id': 31282260, 'body': 'Hello Rama! Thank you for providing this feedback. We will definitely share this with our team and we appreciate your help as we continue to improve our program!', 'modified': '2022-08-04T14:49:50Z'}","Was a good app, now it’s an advertising billboard lol If you enjoy being interrupted with pointless adds then this is for you lol. No longer user friendly and has always had issues reading barcodes especially from Coles. expect to constantly be interrupted with advertisements which makes the overall efficiency of using this app extremely poor. Very little thought has been considered when applying Improvements each update instead the experience is underwhelming at best and more frustration due to this app becoming an advertising tool more than what it was originally intended for. Most organisations use advertisements to support their product/business but you can achieve this with out these adverts disrupting the use and function of the app, an improvement that should be considered for future updates. User Experience should be of priority and addressing the above issues would be a reflection of this.",1,False,Rama tu,Advertisement Sell out.
2021-06-20 23:34:48,"{'id': 23550067, 'body': 'Thank you for contacting us and for using MyFitnessPal - we are truly honored to be a part of you and your clients health and fitness journeys. Our sincere apologies for any inconvenience. We are aware of the issue and hope to have it resolved as soon as possible. Thanks for your patience.', 'modified': '2021-06-23T18:03:35Z'}","I have used MyFitnessPal daily for 12 years. Not just for my own nutrition tracking, but also to track nutrition clients remotely. I’m a paid premium user, as are all my clients.

Tracking clients macros remotely is now excruciatingly clumsy using this app, and I can no longer use this platform for this purpose. Duplicate entries and bogus data is everywhere, and not just on one or two clients, right across the board. Mobile/browser data doesn’t sync properly, and the food database has grown into an abomination of false values. I’ve attempted to resolve some of these issues with support but they don’t seem to care.

This nutrition tracking concept should not be difficult to deliver in simple to use app form. So after a very long time on MFP I’m now looking at alternatives. This is far from optimal.",2,False,Hellochocobo,"Once great, now steadily becoming unusable. Find a better tracker"
2023-02-18 08:47:42,"{'id': 34995066, 'body': 'Thank you for providing this feedback. We will definitely share this with our team and we appreciate your help as we continue to improve our program!', 'modified': '2023-02-21T15:29:47Z'}","If you dont want to pay dont use this app and do t waste time going through sign up.   The payment terms and conditions are only presented after you have provided a lot of personal data and full consent for this data to be used and leocessed in the USA.   Having 'accepted' their privacy consents they then inform you of their pricing policy.   In Australia this is illegal under consumer law as it introduces new T&C's and is a form of drip pricing (and at $30 a month its a rip off- just think you could buy the entire Microsoft 365 suite 3x over for that).   Furthermore, a free 1 month trial is actually not free if it imposes the obligation (condition) to unsubscribe- this is a real cost, rea time and real effort.    This is a waste of time going through the sign up process to be informed of the pricing at the end.   Very disappointed with this cowboy and illegal approach to their marketing sign up process.",1,False,Justin2,Not free.  Waste of time.  Illegal sign up process.
2023-07-10 20:11:59,"{'id': 37635443, 'body': 'We are sorry to hear you were running into issues creating your own workouts/exercises. Please write into our Support Team for further assistance by emailing support@myfitnesspal.com. For a full list of features included in a subscription, please see: https://support.myfitnesspal.com/hc/en-us/articles/360032625951-What-are-the-features-of-MyFitnessPal-Premium-. Thanks!', 'modified': '2023-07-12T14:09:09Z'}","Still No Enough Features so I Cancelled My Subscription, You know what would be a useful feature & I have Suggested it before a few times, You allow us to save meals plus create recipes,You Don’t Allow Us to be able to Save Any of Our Workouts so that we can then load or add these Pre-saved Workouts to Our Daily Training Workouts or Exercise Schedules making it easier and faster than having to enter the information over, then over, over again that continues to waste precious time that we could be spending on doing other things.
.
PLEASE Do this feature so we can save some of the precious that we could be saving from all this continuous re-entering of data again, again and again.",3,False,CAPTAIN WILL SKYLINE,Still No Enough Features so I Cancelled My Subscription
2018-01-25 00:10:10,,"I love this app! I can do everything from just one application - track food, see exercise results, track my progress, and sync my fitness tracker. I’m also getting real value out of the blog: I’ve gotten some great fitness tips, ideas for new exercises, and some new meal plans that are working well. I started using the app just to track food, and it made a big difference to see where my daily calories were actually coming from. I made some simple adjustments to what I was eating and had instant results. I’ve slacked off from my routine a few times, and this app always helps me get back on track. Now I use it for everything :)",5,False,LeighEllen,Everything I need for health & fitness
2018-01-14 01:39:10,,"This app is teaching me so much more about food and i’m really beginning to understand what im putting into my body. I started to use this app to support my partner to lose weight, but even i am learning too. And what i learn, i can share with him to help educate his experience, but also further understand his experience as he embarks in this same learning experience. 
I struggled to use the app at first, but i think that was more to do with my fear and overwhelm of grasping all of the nitty gritty about my food intake. With some steady confidence I have no idea what i wasn’t understanding! This app is so user friendly, great for beginners and pros alike. 
Im so glad there is something like this out there for people who are really trying to make a change for the healthier",4,False,[shnub],So helpful
2021-09-28 02:51:06,,"In not normally one to leave reviews, but this app is fantastic. It might not suit everyone, but I just wanted a food diary and an exercise tracker in one - and this far exceeded my expectations.
It gets data from your Apple id about your daily steps, and it lets you build meals and recipes that you can just input to save time. But best off is the simple daily equation it provides, which is : (calories allowed per day - calories consumed) + calories worked off during exercise = calories left for the day.
Noom coach wants $80 a month to do the same thing so far as I can tell - this app does it for free. Strongly recommend!",5,False,iRead5608,Everything you need!
2018-02-26 18:30:17,,"I tried this app a few years ago but couldn’t get into it so I went back to weight watchers which I combined with Paleo for good results.
I recently tried this app again and learnt to set my metrics so that the % of fat, carbs and protein suited my chosen diet. 
Such a great app. I’ve chosen to do the 1 month free premium trail and, after just 3 days, I’m likely to pay the $79 for the year of premium, it’s that good. I can plan all my meals and tweak them to suit my goals, record my weight and take pictures to log my progress along with my body measurements. I could go on, but safe to say, I’m a big fan. Try the free app and consider the month free trial of premium.",5,False,Kacymru,Brilliant - and amazing for free
2018-10-04 17:39:32,,"For over a week now I have been logged out of this app. In June I paid for a premium subscription and last week was unable to access my account. I contacted Support only to receive a bulk email which did not address my issue. I have sent over 5 emails to Support detailing my issue. As a result I received one email back which was the same bulk email I originally received.
I have had to start a new account, pay for a premium subscription again and as a result I have lost over two years of data from my old account. Emails to Support to merge my new and old account so I can access my data has fallen on deaf ears and I have had zero support. When you pay almost $140 in two subscriptions one would expect some decent support. In my case, there has been Zero support. Very unhappy and I would no longer recommend this app. My mistake for starting a new account.",1,False,bpd0808,Very Unhappy
2018-10-29 12:35:27,,"I’ve used the free version of this app for about 7 years and it has always been helpful, but this latest update is terrible. It is slow, my diary entries have gone missing, and you can’t log glasses of water correctly. Plus, all the premium subscription pop-ups are annoying! I get it, you want people to pay... payment for premium services are great, and I have considered it numerous times, but the free version does everything I need and I’ve always been a huge advocate of MyFitnessPal. Please don’t make the current features useless with annoying pop-ups. With all the competition available today, I won’t need to remain a loyal user of yours. Your Product Owners really need to get back to customer-centred design instead of whatever sales strategy focus they’ve currently got going on.",2,False,aneta_01,What have you done to your app?
2024-05-26 23:31:56,"{'id': 44222122, 'body': ""Thank you so much for your 5-star review. We are always striving to enhance the user experience, so our team is happy to hear you're enjoying the MyFitnessPal app. Thank you!"", 'modified': '2024-05-28T17:27:48Z'}","This site enabled me over the last nine years or so to monitor everything I eat, which in turn, helped me initially, to lose 28kgs, and apart from a few twists and turns, helped to keep it off, similarly, four years ago I found I had type 2 diabetes, the weight loss, plus being able to monitor my carbs and sugar, have allowed me to manage my diabetes by diet, without the need for any meds, I have recommended this site to many people, but it’s a personal choice if they choose to use it, but it keeps me aware of what I’m eating, and hope it stays around as long as I do.",5,False,Gertiebucket,A cracker of a site
2023-02-22 22:02:52,"{'id': 35014742, 'body': 'Hi, thanks for reaching out. We’re sorry you’re disappointed about Barcode Scan. You can still quick-log previously scanned foods from your history, and free members have access to log any food by searching our global food database. https://bit.ly/3fYl5vj', 'modified': '2023-02-22T13:06:08Z'}","Must have been a few years since I last used this app. Today I logged back in and was instantly irritated at how many ads and prompts to buy premium there was. 

Pop up boxes getting in the way of important information, asking me to upgrade as soon as I logged in. Instantly have lost all respect for the developers of this app (Turns out  under armour sold this app to a investment firm at a loss, after a data hack leaked all user info all over the web -
Makes sense!). 

Used to be great, but has now sold itself out and obvious turned a lot of people off going off the fact that the 50 most recent reviews are 90% 1 star. Bad move. Buy the way asking $30 a month is nothing short of delusional for most people. Idiotic move. No doubt you’ll put a stupid copy pasted response as a reply. Goodbye and so long. I feel for anyone still working for this greedy company. Can’t imagine they’ll be around for too much longer. 

 Update : as expected, copy paste reply mentioning barcode scan which I didn’t even mention. Idiots using impersonal replies which further cements my point. Good job d**kheads 😂

Avoid avoid avoid. This app is a shell of what it used to be. Now owned by money hungry capitalists.",1,True,Anteck,Destroyed by money grabbing tactics
2022-08-12 08:59:32,"{'id': 31465358, 'body': ""Sorry to hear you're not enjoying the new update. After you have some time with the dashboard, we'd love to hear more detailed feedback to share with the team. Please reach out to us here https://myfitnesspal.zendesk.com/hc/en-us/requests/new or directly at support@myfitnesspal.com."", 'modified': '2022-08-15T12:10:35Z'}","With every update, this app gets worse. The new UI is frankly the most egregious example of terrible UX design I've seen in years. Functions which were previously a single button tap have been slowly hidden deeper and deeper into the annals of the app, and the latest unnecessary changes have worsened this again. Prior to being acquired by Under Armor, this app was an excellent tool for health and fitness. Ever since, it's become nothing but an advertising board in an attempt to make as much money through commercials and premium plans as UA can possible squeeze from its user base. Yet still, the worst part is that they will always get away with it, because there is no true competitor in the space.

Edit: Since writing this review, they've also added full-screen ads to the experience. Amazing!",1,False,rumdr00ls,Declining ever since acquisition by Under Armor
2020-02-11 16:40:40,,"It's a great app and easy to use. Love the barcode scanning option, how it remembers your foods and how you can set recipes and meals.
A few improvements: it'd be great to be able to write what the food was when entering calories using the quick entry option; also, it'd be good to be able to enter gram quantities rather than having to set quantity to 1 g then have 50 servings of it! I like to enter my meals ahead of time so I know I will have a balanced day within my calore count. It’d be good to be able to tick foods off as I eat them. Lastly, I am currently doing the Michael Mosely fast 800 diet. An intermittent fasting setting would be good as at the moment the app tells me off every night for not eating enough :(",4,False,Ilacat,Love it
2023-07-02 23:00:01,"{'id': 37496035, 'body': 'Thank you so much for letting us know! We are glad to hear this and will share your suggestion to connect with VeryFit with our team. We wish you all the success in reaching and maintaining all of your diet and fitness goals.', 'modified': '2023-07-05T22:27:02Z'}","Fantastic app! I’ve recommended it to all of my fitness friends. It’s the only app I’ve found that has great features even in the free version. I think its awesome for tracking calories and reminding me to stay on track. I really wanted to use the feature that connects to other fitness tracking apps, however, I use a Kogan smart watch and while this app connects to several apps, it does not connect to VeryFit. I thoroughly enjoyed the free trial and would definitely subscribe to the pro version if I could connect to VeryFit! Hoping this might be a feature in the future!",5,False,Eman(chicken lover),Fantastic app!
2022-11-08 07:30:45,"{'id': 33069475, 'body': 'Hi there! We are thrilled to hear you have been having success with the MyFitnessPal app. Thank you so much for sharing your feedback. We wish you a lifetime of health and happiness!', 'modified': '2022-11-09T15:00:27Z'}","Easy to use with a large library of foods to log. I especially like the function that allows you to set your macros to reach your goals. The app guides you with how many calories are ideal for the desired weight in the time frame. Each day as you ""file"" your diary, it gives an indication of what your weight would be like in 5 weeks which helps me stay on track, but also not to overthink the days where I go over. It is so rewarding to see yourself reach those goals and to be able to log and track them on the app!",5,False,swishy92,Great app to help you with your goals
2024-02-26 21:22:47,"{'id': 42266112, 'body': 'We understand your frustration. But like most free apps, ads make it possible to keep our app up and running (and available for free). It’s how we pay our passionate employees, who work hard to research, plan, and build new features while supporting a community of over 200 million members. If needed, please email us at support@myfitnesspal.com.', 'modified': '2024-02-28T16:53:47Z'}","There are lots of food/exercise tracking apps that offer a decent free version, with extra features and incentives to go paid. This app has so much advertising on the free version that it’s unusable. Probably half the screen is taken up with ads (some general advertising, and lots of big ads to “go premium” ) Even on large phone, it’s just too annoying to use, so I’ve moved on to trial other apps. If you’re unconcerned with the high cost, it’s probably a good app. 
No cheap plans unfortunately.
**Oh and a word of warning- you will be asked to agree to collection of sensitive data “can change setting later”. But there’s no way to opt out of collection and use of your data, nor any way to “change settings later”.",2,False,choco2000,Free version is no good
2021-09-01 08:35:55,,"I’ve been using this app on and off since around 2014 and has been the best thing to log my daily calorie intake and track my weight loss progress. I love that you can scan the barcode of your food and it picks it up straight away. I also love that I can pop in the link for a recipe and it automatically calculates things and I can see exactly how many calories and what nutrients I’m consuming. Super user friendly, very simple to use. Would recommend this to anyone wanting to track their calorie intake, weight loss or weight gain and nutrient intake.",5,False,Lea182lea_,LOVE this app
2020-06-03 22:10:40,,"It wasn’t the only tool, but without the help, the planning and resources available in this fantastic app, I’d still be a fatty!!!
I’ve lost 65 kilograms, that’s 150 pounds or almost 11 stone! Huge in any language. I know about weight loss, all this trying for all this time, it’d be impossible not to pick up a little knowledge, but my number one must /have/do tip is get a plan and focus on the metrics,(measurements). My Fitness Pal gives me that and more. Get it, pay the money and get the full version and then get its companion, Map My Walk, you will see results. 
My Fitness Pal is everything an app should be!
Rob",5,False,Rob Pool,Awesome training and weight loss partner
2017-11-05 22:09:29,,"It seems to be impossible to find out the cost of the Premium Subscription before signing up for a free trial. This makes it impossible to make an informed consumer decision. I have quite a few app subscriptions, so am genuinely interested in the option of Premium, rather than free. I am going to check out if, not knowing the potential annual costs of subscription, confirms with our Australian Consumer Law - which app would need to conform with if selling to Australian residents through Apple’s App Store. There are quite a few frustrated people in the app’s Community wanting to know both the cost and benefits of Premium Subscription, so developer has sufficient feedback to know this is an issue for some users - an issue developer is obviously not taking seriously. Frankly, I find the lack of information on subscription rates bizarre",1,False,Honora_C,Cost of Premium Subscription
2022-06-12 00:22:22,"{'id': 30328264, 'body': ""Sorry to hear you're not enjoying the new update. After you have some time with the dashboard, we'd love to hear more detailed feedback to share with the team. Please reach out to us here https://myfitnesspal.zendesk.com/hc/en-us/requests/new or directly at support@myfitnesspal.com."", 'modified': '2022-06-13T12:23:41Z'}","Want to provide feedback to the developers, the new menu to weight logging is terrible. Before it was right there on the menu bar to check weight progress and log weight. It took two clicks to do. Since the new look update, it take five clicks to get to and is very inconvenient, particularly as “steps” comes up first every time. Very fiddly now. It’s a terrible change that despite preferring the food diary logging to other apps I’ve used before I’m seriously considering deleting the app and finding a better health management app after using MyFitnessPal since 2017. Please fix this by making the weight logging/charts easily accessible on the main menu bar again.",2,False,Not yet taken...,"New menu organisation ruined a good app, will probably be deleting it."
2023-08-28 02:52:45,"{'id': 38599710, 'body': ""Thank you so much for your 5-star review! We're thrilled to hear that you're enjoying the MyFitnessPal app. If you have any questions or need assistance with anything, please don't hesitate to reach out by emailing support@myfitnesspal.com. Keep up the great work on your fitness journey!"", 'modified': '2023-08-29T16:15:45Z'}","I love the fact that anything I eat has a measured kilojoule in this apps list. It makes it easier for me to manage my calorie intake. The bar scanning is very useful too. If you are too lazy to type the name u can always revert to it. I'm impressed that even most of the foreign food I type in has a list of how many calories it contains! This app is definitely my bible of health. 😏👍🏼 By the way I have lost 10 kilos already. 😁❤️👍🏼

Cons: every time I save a set meal , sometimes the food I saved gets doubled for some reason.",5,False,ejilsoco18,Super helpful in loosing weight (as long as u r honest to yourself)
