date,review,rating,isEdited,title,userName
2024-08-29 07:29:08,"**Restaurant Review: A Taste of India**

If you're looking for an unforgettable dining experience that combines amazing food quality, genuine hospitality, and authentic Indian flavors, look no further! I recently had the pleasure of visiting   Desi Dhaba melton  and I can confidently say that it exceeded all my expectations.

From the moment we walked in, we were greeted with warm smiles and exceptional service. The staff made us feel right at home, ensuring we had everything we needed to enjoy our meal. Their attentiveness truly enhanced our overall experience.

Now, let's talk about the food. Every dish we ordered was a delightful journey through the rich culinary landscape of India. The spices were perfectly balanced, allowing the authentic flavors to shine through in every bite. Whether it was the creamy butter chicken or the fragrant biryani, each dish was crafted with precision and care. You could truly taste the love and tradition in the cooking.

One pleasant surprise was how reasonably priced the meals were. For the quality and authenticity of the food, I expected to pay much more. The value for the delicious experience we had was simply outstanding.

Overall, I cannot recommend Desi Dhaba melton highly enough. If you're in the mood for authentic Indian cuisine served with outstanding hospitality, this is the place to be. I will certainly be returning for another taste of their delicious offerings!",5,False,Authentic taste & hospitality,Xenaisawesone99
2023-01-23 05:41:31,"The marketplace reviewing bots/systems for their commerce policies are extremely incompetent. I listed a car for sale and got banned for violating the commerce policies for advertising adult products! Since when is a motor vehicle an adult product? I was locked out of marketplace until my first appeal request for my ‘violation’ was reviewed, which took over 2 days. This review then said my listings went against their commerce policies and I was permanently banned from marketplace and could no longer access it. The next day I requested another appeal for review and after only 10 minutes this time they said that my listings DO follow their commerce policies and after all this I was finally able to use marketplace again. I had done nothing wrong this entire time yet Facebook still messed me around for over 3 days, cutting me off from contacting my customers, which are majority from marketplace nowadays, and from advertising my stock. This has severely negatively affected me and the only compensation I have received is a minuscule statement ‘We’re sorry for any inconvenience this may have caused’ from the second review. This is simply not good enough.",1,False,Marketplace Incompetency,J & V Elite Motors
2022-03-02 22:33:27,"I received notifications for about a month pressuring me to turn on two factor authentication. I had no desire to do so. What is wrong with just my password? It’s Facebook, for goodness sakes. 
Anyway, after a month of this, Facebook turned it on anyway, which subsequently locked me out of my account as I didn’t know the passcodes or whatever. I then had to upload very sensitive information to get temporary passcodes, but couldn’t find the information I needed when I logged in, and it wouldn’t allow me to turn of two factor authentication, rendering the process of submitting sensitive information etc useless. 
I was also supposed to receive text messages helping me, but never got anything. Again, over a month of trying and not a single one to help. HOWEVER I was receiving messages about my friends updates, so I knew what I was missing out on :/

Facebook has no IT or contact to call or any email that responds. No one can help and it just angered me so much. Incredibly frustrating. I am making no effort to recover this account, even though I’ve had it since 2009, because I’m absolutely over it.",1,False,Two factor authentification,RunLikeRach
2023-12-18 23:32:53,"It’s disgraceful that there’s no way to contact anyone, when you report a scam and not be able to put relevant information is unacceptable and to find most reports are rejected and not removed while Facebook members are being taken financially is irresponsible and again disgraceful.
It’s even more shady that reported posts are hidden from the person reporting but remain on the site while members posting funnies and memes are locked out for a period of time especially when in multiple cases what you deem as inappropriate is absolutely incorrect, 1 example would be a post on Down Syndrome posted by the mother of a Down Syndrome child!!!
Marketplace and the majority of advertising is full of scams and lies and I’ve had the misfortune on 2 occasions to fall victim to them, 1 in Marketplace which cost me $4500 AUS and she’s still ripping off people even though it was reported and $250 AUS in the advertising ads which was also reported and posts put up by multiple people warning about it, all who reported it, yet it still remains.
You need to look closely at how you do this",2,False,Uncontrollable,Kynan Clarke 123
2023-12-28 05:35:17,"Facebook provides a very convenient platform on which to keep in touch with friends and relatives but not everyone whom I value is a member of Facebook. 

One difficulty I have is determining who is really sending posts and requests for friendship. In general I think it is safer to only accept as friends people who are already known to one personally or through other channels or contacts. 

The ease of use of Facebook compares favourably with other social media platforms. There are also mechanisms for reporting bad behaviour on Facebook, which is usually not committed by friends but by strangers who seem to hijack different Facebook groups. It depends on the diligence of the Administrators and Moderators of the Groups who control what is posted. Bad behaviour can also be reported directly to Facebook. 

Advertisements seem to be increasing in number and some appear to be targeted to what might interest the individual member, gleaned from what they have posted on social media. This is a trade-off that we might expect to have to agree to in order to have the convenience and scope of Facebook which is freely available to individuals.

My preference is to only post a small number of photographs or images with each post. Many people post large numbers of images in one post, but they have that choice available. 

Thank you Mr Zuckerman and your colleagues.",5,False,Facebook Review,gaelep
2024-02-18 06:34:13,"Hi, I hope others and Facebook see this review and actually do something about the pornography and soft pornography that is actively posted on this platform. I occasionally go on Facebook to see if anyone has sent anything to me. Today I decided to scroll into the feed and within 4 posts I see this  post and a story showing pornography of women. I report it and tell Facebook to show less of what I just saw. I refreshed the page 5 time and each time I did I saw another post and story of pure pornography. Facebook should be ashamed to say there website is for people 12 and older. I’m a 17 years old guy who now days can’t go in social media without seeing a half naked or completely naked women. I’ve had to remove myself from every platform so I can’t see soft or hardcore pornography. Imagine how it is for boys younger than me and it rots their mind and poisons them from within. I beg Facebook to actually make an effort to ban all pornography accounts or sexual activity on their site so that kids can go on social media without stumbling onto pornography and going down a dark path of addiction and mental abuse.",1,False,The pornography issue,🤘👎😽🎃🤖😻😾🤲🏾
2023-12-16 01:05:01,"When I started using Facebook I was unsure whether it would live up to the hype or just be another boring platform. Only I fell in love in minutes. Facebook has something for everyone, everywhere; poetry, music, literature, cooking, comedy and don’t get me started on the drama and fandom. Oh I could sit here all day at the list would just keep going and going and going…. And I can’t forget the superb communication Why The number of groups and contacts I have/am in would make what’s-app cry for its mommy. 

Right, let’s get serious.
Facebook also is a great no super platform when it comes to earning money and advertising your business/website. Marketplace makes it easy to sell almost anything in a number of days considering the vast number of users. 
On the other hand business pages are made to help you to your feet and settle in to the ever changing society.",5,False,USE FACEBOOK,কথা কাব্য
2022-10-21 14:57:52,"I moved from Sydney, Australia to London, UK 10 months ago and yet all the location specific ads I get are still from Australia. Despite following every instruction which includes updating my lives in location on my profile, providing full precise location access to Instagram, checking in on multiple updates to places in London, and having all my IP addressing coming out of the UK, Facebook STILL keeps showing me Australian ads. This is a blatant rip off to all the advertisers that have specifically used the targeted advertising to reach people in Australia when in reality, people overseas who have no ability to take up the offers in Australia are shown and charged money for these ads. This multi billion dollar business where staff are all paid 6 figures are ripping off advertisers. They have every bit of my location data and even the settings say I logged into a device from London, UK and yet my primary location doesn’t get updated. If these rich engineers can’t get something as simple as location right, let users set their primary ad location so advertising dollars are properly utlitised.",1,False,Ripping off advertisers,Barflairer
2023-02-14 04:48:49,"These idiots banned me for 7 days for a comment there was nothing wrong with, I appealed and they admitted it was within community standards and put my comment back up, their stuff up AGAIN( done it to me several times) yet I still can’t post or comment until the 9th March, why do I get punished for their stuff ups, they did the same thing recently but for 3 days. They want to ban anyone who’s IQ is higher than theirs. Won’t be wasting my time going back onto it. Run by idiots and bots. Can’t even talk to real people if you have an issue. If I could give it 1/2 star or even Zero stars I would. They even banned a whole country because FB were to cheap to pay for news content from that country. Only lasted a week as they lost so many members. 
They get even more pathetic as they banned me EVERY month last year, got out of my last one for 3 hours then they found some other lame excuse to ban me for a month-12 days left until I’m out of metaverse jail again. Yet I said the exact same thing on my other account and nothing happened, it just proves they only ban certain ones. 
Use MeWe or Vero instead.",1,False,Run by idiots,HazelJ23
2023-01-31 06:14:25,Installed the app around a year ago and was using it to sell stuff locally. The app worked fine for a few months and then one day the Facebook randomly logged me out for no reason. I tried logging back into my account but an error message popped up saying that there is a unknown error and that i cannot log in. I’m not able to use Facebook at all anymore. No many how many times i try it comes up with the same error. The same error even pops up when trying to log into any account. As it is an unknown error i am not able to find any information on how to fix this and have used all other strategies to try fix the app. I also recently upgraded phones and the exact same problem is occurring on both phones. I am able to log into my account in any other device without problem. I can even use the browser Facebook on the same phones to log into my account. I am also not able to log in on messenger either with the same problem. Very obviously an app problem that still hasn’t been fixed. 0/10 Very poor developers,1,False,App does not even work,app doesnt work for no reason
2024-05-27 22:05:22,"Hello everyone how are you all of you really right now but think how is going each other life really right now…..

But I really love a beautiful life right now and any of becoming my sweetheart but I really love them myself really right now whenever and whatever but I don’t care for me coming a beautiful life or ugly life and then I really love whatever coming in my life….

But I really love sallam and hello and then I don’t know who are really don’t love each other’s sweet but I’m so love right now in to everyone heart I know everybody has different ideas in different languages but I’m really stop to talking right now and if you like my writing please come below and give me some more ideas if you have mostly right now my all sweet brothers and sisters and please help me for everything upgrade my settings all everything right now",5,False,Hi,Jakyalarm Khan
2022-11-23 20:34:22,"I can’t believe what Facebook has become. From a cool Student Network, I personally signed up in 2007, to a data stealing, ad infested, racist ridden, completely broken network. You can’t even sign up for a new profile these days because you get instantly suspended after sign up, you come not even this close to see your new profile. Your sign up systems are so broken, all new users can do is appeal the broken sign up process. Facebook asks you for a phone number and they want a ‘real’ picture of you and then you have to wait. If they want you in their new private facebook fan club, you can successfully log in the next day, if you’re not worth it they’ll just deactivate your profile after 30 days and give your the middle finger as a thank you for providing them your private phone number, email address and profile picture. Who knows what they do with the data. No support, no rules, no nothing. Completely broken network running by criminals. I hope Facebook is going down and never comes back to life. Facebooks good times are over.",1,False,Facebook is dead,CDM.SYD
2023-08-25 06:30:33,"I didn’t have my phone with me as I tried to enter my Facebook. I had to go to my phone (that I didn’t have!!) to allow the computer I was using to let me into my account. Then I came home and my phone told me “we successfully stopped an attempt to enter your Facebook” well guess what!? IT WAS ME!!! Honestly, this is disgraceful. Whatever you’re doing, stop it. You aren’t fixing anything. You are making it worse. Facebook already isn’t used by many young people, now your making it harder for them to even look to it for anything useful. 

Also, there are so many scams on Facebook when there used to be none or barely any. Now? Almost every ad is a scam. My mother has been ripped off 2 times by facebooks ads, I myself have been ripped off 5 times. All ads looked as legitimate as your bank account. They look safe, then BOOM! Either a take your money scam or a virus. I can safely say, you lost a user. As well as everyone I know, they all agree with me about this issue. Stop allowing scammers ads into Facebook. Then maybe it will be useful again.",1,False,Accessing account,Lukalove21
2022-08-25 14:59:19,"This app seems so easily compromised. I have lost search; market listing and the ability to report these problems. This is now the second time I’m downloading the app after trying to log out and refresh it. When I do log out, or so it seems I have done so, directly after I can load the app and find that I have nogg to logged out at all! Yesterday there was a a great deal of the disintegration of the cancelling networking that allows discrete groups of people to control the online experiences of people they want to exclude. The practice is insidious in that those who can do it and can encourage others to do it are very often the young boys studying computer sciences who having very poor social skills are manipulated into such activities for nothing more than social credits, like being thought of as “cool.”! When is it ever going to be possible to go online and not have your online experience tampered with so that one CAN participate and contribute to what communities are doing. Elitist communities are as toxic as the billionaire they say they are organising against.",1,False,Compromised,Steamcat
2024-04-14 23:20:54,"I remember a time around 2012 and earlier. Your feed only showed you what your friends and followed pages had posted/shared. You could scroll to the bottom of your feed and enjoy learning how your friend’s days were going, and seeing funny posts from your favourite pages. After about 20-30 minutes, you would be caught up to the your feed from the last time you used the app, and continue about your day. 

This, of course, is no longer. The feed is pretty much 10% followed content, and 90% ads or promoted posts, usually from a page posting some political rage bait. I’ve lost track of how many pages I’ve blocked, as well as the ocean of spam bots taking over groups and comments sections/selecting ‘show less often’ only for them to be in my feed again within a month. On top of this, once you scroll far enough, you’re rewarded with endless ads, most of which try to masquerade as regular posts to fool you into watching them. The feed is also completely randomised each time it refreshes, so you’re more likely than ever before to get stuck doomscrolling than you are to have an enjoyable and quick experience. 

It’s hard to justify continuing to use an app that just promotes arguing for the sake of engagement, and even marketplace has its drawbacks. If I could flip a switch, I’d take MySpace as it was in the late 2000s over new age social media algorithms in a heartbeat. 

You’ve changed, Facebook.",1,False,Geared towards ad companies and artificially boosting engagement.,Jimmy Nutrin
2022-11-29 16:58:42,"There’s simply nothing good about this platform
anymore. When Meta became the parent AKA dictator, it has completely ruined Facebook. It’s done the same to instagram. Time to look for other social media platforms that Meta doesn’t have its poisonous paws on. I’d give a 0 out of 5 if I could but I can’t. It’s amazing also how I can log in on my iPad but when I try on my iPhone after doing all the right things with updates, refreshing the phone & the app and I enter my password it either says wrong password, no internet connection (when there is with my iPad) or network is not available, please try again later. So far it’s been 1 week since I’ve been able to login to my iPhone and I still can’t. Facebook help is pathetic, there’s no way to communicate and when you go through the Facebook security you just get a generic message. When you respond you get nothing back. There is no contact number or customer support. This platform should be shutdown by higher “Gods” as should Meta.. 
An absolute complete disgrace!!",1,False,An absolute disgrace,The Nool
2024-03-13 08:33:05,"Facebook account HACKED, password and email changed by hackers. Messenger messages sent to 600 plus friends asking for financial assistance and Apple gift cards. 
Hours later I lost all control of my email account as well. Emails sent to all my contacts asking for the same. As well they set up another email address posing as me and emailing contacts again. 
Friends reporting the account as hacked are being told that the account is ok. Probably because Facebook are emailing the hackers via the hacked email account for confirmation. Friends commenting on my ex Facebook account to warn others are being removed straight away.
Have spent the last 48 hours searching online for help to secure my accounts. Nothing is successful. NOTHING. 
Have a Facebook page, be prepared to lose everything!",5,False,HACKED account- Meta NO HELP,T Nisbet
2023-12-20 06:01:34,"I don’t normally write reviews on any app store or service provider but I guess today is something different. I’ve had no issues with facebook in terms of the technical side since I wouldn’t use it as much, however, I still had all my friends on that account. Mind you, this is an old account from years ago, where my email was also old and I had no access to it. When I tried to change my email address to the current one, I got logged out from all devices as facebook thought I was supposedly “hacking”. Okay sure, a great way to prevent account theft but what about to those who have forgotten their email passwords? I tried contacting the customer service but they all said the same thing. “Oh provide your date of birth and then try using your email to login” to which it would never work because I don’t have access to that email. I couldn’t get a second option to login at all. I could prove every other way but I wouldn’t be allowed to. :/ Thanks for the help!!",1,False,Typical Customer Service and Moderation,saetvrn
2024-05-06 00:56:00,"I have been using this social media site for many years now, and even tho I know it is policed by folk that don’t like people like us to have and opinion that they assume is outside of there boundaries, FB is a way that community can stay together, and that I believe is a very important factor in life as so much has changed over a relatively short time that restricts opinions, and that in itself is wrong, FB is the Voice of the internet the platform where we can sing our songs of love & freedom
to the world stage, and as we know with judging a good performance it is the opinions of the people in the audience that decide who will get the accolades who will shine who will be listened to, and this social media platform I would like to assume will be the voice for the people ..",5,False,Ups&downs,Xenacatkiller
2023-03-27 02:09:03,"My Facebook was hacked on Friday night, the hackers started posting extremely violent and inappropriate material. What shocked me though was how easy it was for my account to be hacked like that. I actually ended up having a panic attack Friday night as this all happened within as a week of getting news of a tragedy that happened to a friend from the same location the hackers accessed my account. A few of my family and friends have said their Facebook and even Instagram accounts have been hacked recently too. It’s honestly an extremely unsafe app, I’ve since changed my passwords for all of my accounts, and have also deactivated my Facebook account. I won’t be reactivating it as it feels too unsafe to use. I’ve cautioned my 14 year old daughter from using the app which she doesn’t plan to as a few kids from her school were subjected to cyber bullying on the platform and she advised me the Meta network in general is weak and can be easily compromised. Will be deleting my Instagram and WhatsApp soon too.",1,False,No security or protection,edeo1
2018-05-29 02:08:19,"Like a lot of other users my Facebook no matter what I have tried will not group my feed in chronological order.

I have re-installed the app, logged out, reset my phone, updated the app etc etc but seems to be a larger issue (it also happens on my laptop)

It seems like this only happens to certain people. My partner can select “Most recent” and it will group all posts as you would expect but alas not for me.

I’m sure Facebook would be aware of this issue but nothing has changed in months, my feed just randomly decided to not group in chronological order over 2 months ago.

It just jumps around all over the place, 6 hours ago, 10 minutes ago, yesterday at 10pm... what the hell?!

I also have another problem where if I am scrolling my feed on my iPhone and accidentally swipe right a series of menus opens and then I cannot scroll back left to get rid of the menu instead I have to select “Most recent” again and it brings me right back to the start of my feed! Super frustrating if I am trying to check a few hours of posts.

Now I’ve tried fixing this issue also with no success. I have enabled and disabled certain “camera” settings still no go. I have upgraded my phone and am sure all my issues are software related as once again myself and my partner have the exact same phone but I seem to be the only one suffering with these issues.

Now I am not usually the person to write reviews or rant but maybe it’s time we all go back to MySpace.",1,False,Facefail,sillemc
2022-05-16 08:05:44,"For the past 2 days I’ve not been able to log into any games that saves progress to Facebook. Every time I try to log in, I receive an error message every time I try to connect my Facebook to any game App. Before this error everything was working. I’ve tried everything I can think of (turning my phone on and off, uninstalling and reinstalling apps, contacting the other Apps, updating my iOS) My actual Facebook is working fine but when I try to log into ANY App game, the error message comes up. It says: “App not set up: This App is still in development mode, and you don’t have access to it. Switch to a registered test user or ask an app admin for permissions.” Like, what is that?! It comes up on Safari cause most game Apps choose you to log in/connect through Safari instead of the Facebook App. Because of this error message I’ve not been able to play anything that needs to connect to Facebook first to play the game. This is really frustrating!!",1,False,Permission Error!!,LouiseLj423
2021-12-05 12:37:22,I am so disappointed and angry. My account was hacked even with the 2 factor authentication turned on . The hackers kicked me out of my own ads manager account and using my credit card to run ads to sell counterfeit goods. After filling out forms after forms notifying them about the stolen ads manager account facebook has done nothing . The perpetrators are still running ads using other peoples card since i have blocked my card. There is no real person to chat or talk to. I wonder how a multi billion dollar business can run a business like this with zero values. I have made made a cyber crime report with the police . My 13 years old id with memories of my children and family members gone just like that. I have also lost my facebook page with 40k followers. I have spent thousands of dollars in ads with facebook but still i am the bad guy. Stay away from using facebook . You are just a product to them its not free..,1,False,Account hacked accused me of sharing inappropriate pictures of children,zlshan
2018-06-10 07:18:25,"Hey, there’s much about Facebook I like, but...
I was recently scammed by persistent advertisers on Facebook. I was unable to directly inform Facebook through any link. Even the Australian Federal Police said they were unable to get Facebook to pull advertisements from scammers. Irate comments by scammed customers were continually deleted so others were uninformed of the trap. And ads from them are STILL appearing about two months after biting me. 
AND, I’d like to see improvements on “Market-place”. I need to be able to view original posts and comments from the gallery views. Many groups rely on open “Sold” & “NIL” comments to prioritise buyers so this inability to get to the original post hampers sales and access to due processes.",5,False,Needs a user bias instead of the “sponsor@ bias.,Beastwhisperer
2023-12-08 20:37:57,"Can we get a change of management? I’m getting quite annoyed with posts being completely taken out of context and then a narrative is made up on the spot that puts I the author of that post or comment in a very bad light so the bots proceed to issue bans either temporary or permanent. Here’s an idea, do t let robots decide the fate of pages or profiles when they can’t make human judgment decisions. Furthermore, if you’re going to tell someone they violated a rule but refuse to show them the post that violated that rule, how in the 7 circles of hell are you going to expect that person to not do it again when they don’t even know what they did wrong? Are you deliberately trying to make things confusing or do you just not know how frustrating or anxiety inducing this to know an account might face being banned and the account owner has no idea what they did to get flagged in the first place? Can you be anymore clueless?? Make things easier! Show us the post that violated the rules! Please!",1,False,What’s going on?,DragonMaster🤘🏻
2023-08-26 21:00:25,"Facebook, I didn’t unfollow all groups to just have them suddenly reappear in my news feed. Now that I’ve tried to remove them, it turns out they’re still all unfollowed & you’re ‘just trying something new’. Most recent was another good feature, gone. Years ago you could set your Facebook settings so no one could see what you comment on. Another good one, gone. Sometimes I feel like I’m being stalked by ‘friends’. It’s difficult to set up good privacy settings eg. Friends lists without using a desktop. Marketplace and buy, swap, sell groups are governed by incredibly random rules. I’ve had items not approved for being offensive or violating terms and it’s just a description of a dress. Ummmm… but when you report disgusting comments they aren’t in violation? Go figure. Just some feedback. But the groups? Bad idea.

In addition, why are people I’ve unfollowed now appearing in stories??",2,False,Stop taking away good features,ohleiohleioheho
2018-10-03 09:10:42,"I’m not a big Facebook user, mostly I use my account to upload photos and to keep in touch, via messenger, with friends overseas. 
I have just been overseas myself and have uploaded lots of photos to an album specifically for the holiday. I see that there is a button so that selected people can also upload photos to that album, but I believe it could be even better! The idea I had is having the album also show up on the selected persons profile as well as your own; kind of like Facebook events how you can choose a co-host but still be the host yourself so you’re able to delete anything you do not wish to have in that album. I believe this could be a great improvement, and would be very beneficial so we don’t all have to upload the same photos!",5,False,Photo Albums,Miiikaykay3
2021-05-26 01:33:25,"Can’t believe what has happened to Facebook in the last year and a half. Ridiculous censorship, big and irrelevant rule changes to ‘community standards’, a loss of being able to be social with my friends because of the shadow banning for sharing my opinions, my truths and also ACTUAL TRUTH THAT CANNOT BE DENIED SCIENTIFICALLY!!  
Facebook is a social platform. There is no censorship when it comes to other categories of communities that share information with each other in the way it has been with around the world events - which has nothing to do with  Facebook is supposed to stand for- it’s been severing connections instead! 

I would love to see Facebook to come back to their core mission of connecting people, allowing people using the platform to be social with each other, to allow people to connect from all over the globe and not censoring/banning people so that this capacity is significantly reduced. Similar to what Facebook used to be like pre-censorship days, but better.",1,False,Disappointed,BehindTheHair
