date,review,rating,isEdited,userName,title
2024-07-05 03:24:07,"I am an avid instagram user and love the app. There are a few simple changes though which would vastly improve the UX for visual collectors. Change request 1) As a user who creates overlapping collections, I want Instagram to enable me to save a post to multiple collections without using a long hold of the save button and extra clicks. This is so that I don’t accidentally unsave my posts if my long click glitches (often the case) and so I don’t need to incorporate several extra clicks to save to multiple collections. Previously this was enabled for and it was so much better than the new meta version. 2) As a user who saves posts to multiple collections, I would love if Instagram could please change the save functionality to enable us to save the specific slide in a post as the cover slide in our saved collections as often the slides in a post have no correlation and the other slides are not relevant which muddles our saved collections. E.g. someone may have a dump of photos in a post and one has an outfit picture; another of flowers; family; kitchen etc and if the front is the family then it often has no correlation to a saved collection on “outfits” or “interior design - living spaces”.",3,False,natasha___,Saved Posts UX Please Fix
2022-01-23 04:49:56,"so I think this app is really well made. 5 stars, however the story drafts disappear. If this could be changed that would be amazing. Also on someone’s profile it has a list of your mutual friends who follow them which is annoying because it takes away from their profiles image. For example you can’t see the posts and you have to scroll down. Another thing is that everyone is getting hacked and I’m worried that I’ll be next. Like they are having to make new accounts because the hackers are controlling their previous account and tricking people into buying things and clicking on these links. For example they are saying ‘I spent a long time on this for you’ or ‘ help me please, I’m in trouble’ with a link attached. I know this is not Instagrams fault but if this could be fixed that would be amazing. But anyway I really enjoy this app and haven’t had any dramas or anything wrong with it so far. Just these little things. Really good app 👍👍👍",5,False,hazle🤙🤙,really good app 👍👍
2019-03-02 03:04:09,"I’m not a huge fan of social media, however, Instagram is the one app I prefer using for my artwork aside from Tumblr. 
The photo upload quality both on the Instagram stories and posts could definitely use some work, though. It’s horrible and ruins the look of my art, which is particularly irritating regarding detail shots and the like. Pictures turn out quite grainy and just very unpleasant to look at; almost as though I didn’t detail it at all, which is really quite upsetting honestly. Especially when you spend so many hours on something and you’re very proud of it, wanting to show off all the details you put into it.
Another pet peeve is how Instagram is extremely demanding of your time. Not everyone likes to or can be active online so much, and it seems purposely designed (obviously) to make sure you log in and post everyday; otherwise your views and page visits go down. I don’t often finish a lot of my art in one day, it can take days or weeks and I struggle to get it seen when I post it as well; probably because of whatever algorithm you guys are using. Please take into consideration the people who can’t be online all day everyday and make some compromises. 
But, most of all, please fix the photo quality. I’m not the only one complaining about it.",2,False,Ohforheavenssnape,Photo Quality and Time.
2024-05-25 06:33:46,"Instagram doesn’t care about the security of its users. Someone from a different area changed my email and password within a few minutes of hacking my account and my two accounts have been hijacked. I got an email saying my account details were changed and the ‘secure account’ link took me to an error page. Now this scammer is sending messages to people to vote for me in surfing awards. There’s hundreds if not thousands of disappointed users that have had the same problem IG sending them in circles when you read all the online forums. You’d think Meta would be technologically advanced enough to block bots and scammers but it’s just a marketing forum disguised as a social media platform now. The IG help pages are not helpful and the links don’t work and I’ve emailed them with no reply. This also seems to be a great tactic to get users to pay for a verified IG account (blue tick) for a more promised ‘secure account’. Create a problem and a solution as they say could be what’s happening here. Or it could be separate entities scamming. Either way, the security of this platform should be better. If anyone at IG could help me, I’d appreciate it and I’d happily take back this experience. I think my accounts are lost for good and I’m not sure I have the energy to start all over again.",1,False,Gold Coast resident,IG so easily hacked
2021-08-05 00:14:04,"I just post photos of nature of my state. We are in lockdown now so I  “ liked” more photos of similar posts (about nature) than limits which I did not know about. Instagram restricted my comments to my own posts of nature and I can not write even the name of  a plant; I can not write the name of my place on the top, I can not write even 1 word under my follower’s post. The number of my followers (I did not have too many of them, I do not sell anything, I do not have ads or anything else) started to go down.
Users of Instagram should have info what are limits per 1 day, I could not find them, I had to google them. Also these restrictions just slowly kill my account. I  asked for review, not too much changed. What if I will have my business in Instagram? What would happen to my customers, money, my obligation in such situation? I could not locate any info in settings or anywhere how to end instagram’s restrictions
I am one of little internet ants who create billions for the biggest corporations. People like me, who are creators of your wealth and who create your jobs, should not be punished for such little imaginary “ crimes”",4,False,Istagramaccoulnt,Review
2023-06-22 17:33:54,"Today, 22nd of June my account stopped working with no notification nor an alert notifying me regarding this shut down. My account stopped working since morning and its been around 20 hrs now. This issue allows me to open the app, however, none of the tabs (profile, reels, browser, chat and ext...) seem to work and are covered in text saying ""RETRY"". I am most certain that was not the result of misleading community guidelines, I didn't do anything wrong and this just occurred after me sending a few reels to my friends. It really is frustrating that we lose our accounts and no response is given by Instagram, is is utterly disappointing that this app doesn't provide customer service or no one that we could talk our issues to face to face as this way we're not sure if our voice is ever heard or any action is going to be taken to improve the customer experience. This has happened to me in the past where I lost my 5 years old account with lots of memories.
I really wish that someone gets back to me and help me return my account please and thank. you",4,False,Alimanfi17,Account stopped working
2021-05-09 09:33:58,"Instagram is a great platform to share photos and short videos and view content from other users that have different passions and interests. The explore functions work well and the tailored algorithm will ensure that posts you see have some relevance to your personal interests.

However, the comment function on Instagram is one of the worst I’ve experienced. There are very view options for formatting a comment and you cannot link anything. I’d you come across a comment chain that is quite long, you can only view 3 comments at a time, so accessing the earliest comments in the chain can be difficult. If you want to see replies to a comment you have made, all of the previous comments will be made inaccessible, and if you want to see previous comments when you have replied, all later responses will be inaccessible. There is also a chance when touching the screen while commenting for it to suddenly close the typing window, losing all progress. 

The comment system could really use some changes to reduce the frustration, but everything else has been pleasant.",3,False,Azruthor,Great for sharing content but terrible for conversation
2023-12-30 19:03:59,"This app is not what I though it would be a few years ago, as millions of users across the world, we were fooled to think that it’s a social media app where you can interact and share content freely, only to realise that what you share is controlled and censored, it gets filtered to fit a certain narrative, banning activists accounts who spread truth, human  justice, and news we don’t see on mainstream media, limiting reach and following and engagement selectively content, unnecessarily covering posts to cover up for crimes committed by a certain group, instagram is biased to support the rich and the wealthy of course, shutting down any global voice that gives voice to the voiceless, or defend justice and humanity. 
I can’t wait to find an alternative to get off it for life and delete it off my phone !! It’s the worst app you can ever be on, I pray for the fall of this instagram and FB era, Instagram will become history and will be remembered for being complicit in war crimes and serving political agenda and propaganda for life. 
No such thing as freedom of expression! No such think as unbiased policy, or fair guidelines, 
There is a clear conflict of interest in the role of ceo and head of instagram and his job … he must resign from his position immediately!",1,False,Ramoosh8614,Censorship at its finest !
2021-05-01 01:48:24,"What was good or useful about Instagram is gradually whittled away until all social media platforms are the same, partitioning each individual into a separate box with a tailored stream of content designed to retain engagement and simulate an idea of community connection.
Updates are pushed asynchronously, which means that none of your friends have that new bad feature you just got, so they don’t understand what you’re complaining about, until one day you all do and it’s just how it works now.
I’ve noticed the app withholds the dopamine hit from seeing the red dot that indicates ppl have liked your posts until you’ve checked the app a couple times that day already; if you check it earlier, the likes are there, but really, that validation is just another tool in the quest to retain as much of your attention as possible.
Even beyond theses criticisms, for an image-centric platform, Instagram stores very low quality jpeg images, with some kind of automatic sharpen/contrast filter that makes non-photographic images look particularly bad.
Think critically about how you engage with this app, and pay attention to how the incremental changes make you feel. When you add them together, do you like where this platform is going?",1,False,😐😐 😐😐 😐😐,📦
2023-09-04 04:30:14,"I’ve had it for 12 years and I’m about to delete it because it’s just full of junk. The app is garbage and the algorithm is worse than ever. I want to see what my friends are doing. We don’t post every day because WE ARE NOT INFLUENCERS, so therefore we don’t appear on each others feeds because our engagement isn’t high enough. My feed consists of celebrities, meme accounts, and about 5 people I know irl because I like their photos and now they’re the only people I ever see, plus a million sponsored/suggested posts from accounts I don’t follow. I have 1300 followers and used to get at least 300 likes on my posts. Now I get less than 100. If they didn’t make hiding likes an option GLOBALLY I would have literally deleted the app because it’s embarrassing at this point. I hope Elon makes an Instagram knockoff that brings back the algorithm from 2016 because I’d be the first to join and excited to get rid of this piece of trash. Meta has bought every app and made it worse. I use TikTok and X way more now bc if I’m going to see random content that has nothing to do with people I am friends with then I’m going to go to TikTok which has a way better algorithm and content.",1,False,madisonnela,I don’t see my friends and my friends don’t see me
2022-05-11 09:46:37,"dear instagram people,
i am unhappy and unsatisfied with how you are handling misconduct on your app. Especially how this app allows to make new accounts so easily and for frauds like people i know personally to miss use this app. I believe you should really get to work and this because my dear friend got hurt emotionally and i’m upset that this whole thing could have been prevented by you guys, and how the new update should make people who keep making new accounts be banned. I have given you one star review because this miss use of this app can really lead to something big as you know there is a lot of bullying going on through social media and your app is one of the main use of communication. Studies have shown that this app can leave very serious mental health issues and cause severe unhealthy thoughts and emotions, i’m positive this problem can be prevented and solved if you guys take in consider the amount of reports and bad reviews this app gets.

please get to the bottom of this.",5,False,hahqiqosj,unhappy
2023-06-19 10:09:55,"The new update about how hashtags work make the app practically unusable for small artists, creators, businesses and smaller accounts! You can only see top posts and recent top posts, there is no recent posts anymore. This makes things terribly difficult for smaller accounts trying to reach an audience with their content and makes it incredibly difficult to find them. As an incredibly small textile artist and costume maker, this inhibits my chance to grow as a creator and develop my hobby into actual opportunities, and so many friends are facing the exact same issue. Hashtags are meaningless now because nobody’s posts will show up anywhere, except the people who are already popular which is insanely unfair. You can’t choose what you do anymore, all you can choose is who you follow and even then your visibility to their content is limited HEAVILY. We need this fixed, because for a lot of people their businesses are a source of income and with less interaction and exposure there will be less sales. This affects peoples lives and opportunities, even the people who have a fair following on the app. A large mass of people are outraged. Know the types of users on here and know who it affects.",1,False,Ñëkø Kïttÿ,New update is TERRIBLE!
2020-06-09 15:16:14,"I love Instagram and thank you so much for creating the app, it is amazing and a great way to express yourself, indulge in photography and creativity and advertising businesses whilst feeling good looking back at your feed at all the great memories and achievements accomplished.

The one thing that annoys me and would be really handy is if Instagram could have an edit feature, where you can go back and edit/add pictures/videos (like FaceBook) once you’ve posted them. This would change everything in all the right ways, knowing that once you’ve posted something and realise you’ve made a mistake, you can go back and fix it. This would mean so much and I’m sure a lot of people/businesses would agree with me on this, please add this feature if you can! Thank you, it would be immensely appreciated. On a whole note, thank you so much for this app and keep up the great work! 💖

- Molly Roberts",5,False,Tinkerbell's BIGGEST fan!,Please add an edit feature!!!
2024-01-19 11:04:55,"Instagram used to be great. Now it’s so full of advertising that they show you over and over and over until you finally get so frustrated that you press the “hide ad” button, but then they keep showing it to you anyway. 
It was so amazing as a social media platform but unfortunately they now limit posts from accounts you’re following and force through advertising content on a regular basis. 
Instagram also monitors every site you visit online and listens in to your conversations and hammers you with ads you’ve visited, or similar product. Mention hot water systems? You’re getting 30 ads per day for providers in your area. Most of which don’t seem legit. Talk About home insurance? Guess what’s filling your feed for the next week or so. Your teenage daughter uses your laptop to check out some clothing online? Your algorithm is screwed for the next few weeks. 
Back in the old days, good content got rewarded. Now it’s mostly just those that are willing to pay to be seen. Instagram, if you see this, please realize that you’re killing your platform. Thanks. Michael.",3,False,MPH3066,Used to be good
2023-09-06 07:41:16,I’ve been a loyal person on this instagram. I’m asking for help and messaging instagram every day I haven’t had a chine to do it today though you’ve restricted me of doing comments and activities on there which I haven’t I’m a mother I’m 49 years old and I recently had my old Instagram account which is LisaBoyle37 hacked into by a scam you say your protecting the community from me how so I mind my own business I put emojis post on posts I love that’s all I do. Pls sort this out straight away I can’t post a comment it says we have restricted certain comments and activities and protecting the community omg if your restricting me from ♥️♥️😍😍to posts on Instagram that I love then there is something absolutely wrong here it states report the problem I do so. Then instagram says thank you for reporting try again later . Your restricting me everyday plz I need help and to stop this from happening to me and I’m letting you know there’s a guy on instagram I called him out he asked me to buy him a gift card we haven’t Evan met his name is IvanJadeLi and that’s how his name was spelled on instagram. Pls I restrict LisaBoyle8815 which is me this is crazy thank you Kind Regards Lisa Boyle And I also live in Brisbane Australia,1,False,Swifty (43),Hi I’m Lisa Boyle
2020-11-20 21:38:57,"I have always been the hugest Instagram fan, a photo sharing app turned viral and became an essential for our generation! For years Instagram was updated but the core values and aspects of the app remained the same. Now we are forced to look at an interface that is confusing and unpleasant for the eye. The addition of stories was nice, the addition of reels was unnecessary but we lived with it. Now it is changing how our own feeds are presented and the addition of a shopping focused update. Myself along with other millions of users downloaded this app to socialise and share moments in our lives. Not shopping. The notifications and posting tabs have now been moved to an insignificant location, in their place is the video and shopping tabs. The core focus of Instagram has been lost, we are all more than happy to view ads to maintain a free application and cover costs but this is taking it too far. Instagram for many young people is the first early glimpse of social media, now they are instantly attacked with shopping items instead of the same simple and enjoyable experience shared by many in recent years. Sadly this is goodbye to our beloved Instagram.",2,False,Keiranpingiaro,Is it time to say goodbye?
2023-01-18 22:52:36,"I have been bored during these school holidays and decided to make a fan page on a social media site. I was looking for colourings and found one. As i was putting  it together, I realized that I needed Instagram for it. I have never once in my life used instagram and I don’t think i’ll use it again. I began creating my account and ended up at typing in my birthday and it didn’t let me. It kept reseting everytime i typed it in. I eventually gave up and clicked skip ( or next i cant remember ). I was now at the user part when it glitched and wouldn’t let me type, then kicked me out. 4  times i had to do this. 4! I tried one more time and got in. Clicked plus, and ha no idea what to do. It stopped letting me tap and type fir a little bit. I looked up how to add the effects and i was about to click effects when it said my account was being deactivated? It said i was banned unless I gave a good reason why. And for me in Australia, its the 19th of January and it said my account was deactivated yesterday?? ( 18th ). Another 4 times it said that. I tried one last time, but it was glitching so I uninstalled the app. It gave me no introduction at all! Never using it again.",1,False,I like dogs lol,Absolutely horrible
2021-10-15 01:42:31,"I have submitted a support request an monitored the reviews here. It seems some people have the same issue I have, with stories looping indefinitely and showing a full bar at the top instead of giving the loaded timer of auto-playing through a story. I have to tap to progress to next for each individual story, breaking videos into parts and ruining the experience. 
My partner has the same model phone and his Instagram does not do this. Every time a new update comes out I have hopes this may be fixed, but nothing. All online resources deal with other problems of Instagram and this new iOS update. My problem started just before I upgraded from 14 to new iOS 15. I actually only updated in hopes it would fix the problem. 
I know it’s not the end of the world having to click through stories but it seems so random and gets really frustrating when there has been no communication or admission of this bug anywhere else than the few user reviews I find on here. Submitting my own to contribute to the flow of fault reports so others may feel heard…",2,False,Susu4a,Stories progression broken
2021-05-02 21:55:05,"When it works it’s great but when it doesn’t it’s useless. I’ve been really disappointed with Instagram lately. I run all the promotions for my business through Instagram but the promotion payments don’t come out straight away. It doesn’t specify when they come out, only at some random date that you can’t promote anymore because you owe payments. When you try to pay for them, a blank screen with “try again later” comes up. When it finally works, you owe about 10 promotions all at once and it doesn’t allow you to make the full payment. Only success I’ve had is processing a couple of dollars at a time which takes a painstaking amount of time that I could be using to do more constructive things for my business. If it was any other app I’d be yelling “it’s a scam it’s a scam!!”. I’m running a business. I have items I need to promote and sell and you’re effecting my sales. Do you want my money or not Instagram?! Or should I take it elsewhere and advertise through conventional methods? Support are useless too. None of my requests have been answered. Really starting to think the whole app is a sinking ship and I should advertise elsewhere.",1,False,Fyffhtdxghvxdgcxgc,Nothing but trouble
2019-12-03 00:41:14,"My explore is not showing me posts I want to see. Instead of the pole fitness and exotic dance that is my passion and 90% of what I interact with, I’m seeing posts of hair, makeup and other boring stuff (that I barely interact with). I’m sick to death of the wrongful censorship of pole dancers, and sick of not seeing the posts I want to see because Instagram’s rules are so vague and not equally applied, don’t get me started on the shadowbanning! Whats needed are CLEAR rules, equally applied, and possibly a phone assistance line for clarification so that these poor women (many of whom using this platform to assist their career) don’t feel like they’re treading on eggshells with every post, never sure if their account is about to be deleted. Some people work HARD on their accounts, on beautiful photography, dance and art that is deemed ‘against community guidelines’ and deleted. You are wrongly silencing art, freedom and self-love. I’m especially disgusted by the sexism - seems fine for men to post sexually suggestive photos of women but god forbid she take it in her own hands to love and appreciate herself! It’s atrocious and manipulative and you’re not fooling anyone. People are going to wake up and stop using this platform if this doesn’t improve soon.",1,False,gggggskdlf,Explore is terrible
2024-08-03 12:05:18,"Look I think that instagram should go back to the old style of grid posts. I like only having one size of photo, if you wanted a landscape in a portrait photo dump you made it work. Now it’s the portrait photos that look out of place with the borders on the side and I think that looks less classy and complete. I also dislike when I swipe along a carousel of photos it seems there’s a skinny white border in between each photo rather than there being just the border of the actual photo, again related to the lack of classiness in the post - I don’t like it. Posting with music is a game changer, love that. Very fun and gives posts a bit of personality. Don’t like that you can’t hold on a DM to view the message (like in messenger) like I don’t want to be opening messages left right and centre and be forced to leave someone on seen while I think of a reply, I want to be able to hold it down, have a preview, go have a think and have zero pressure on me. Have been an instagram user for almost 10 years which is crazy.",3,False,Beepboop9261,Go back to the old posts
2024-02-17 12:56:30,"I love instagram it’s really great and I’m only writing this review because I have one little problem that I’d really like changed if possible to make the app ten times better. And that’s when posting, it’s great you can choose who sees what, who’s tagged, whether to add location or not, but once you’ve made a post you can’t add photos or take it down to just one singular post. And I feel like with today’s technology that’s something we should be able to do. It’s just there are many posts that I know many people have that they added to many photos and have a few months later want to make it just one photo, or they’ve fallen out with friends and want to take them out and add their new friends but can’t. And currently the only way to “fix it” is to delete the post which isn’t really good when you want to leave it at the time it was posted and not have friends wonder why you’re suddenly reposting stuff from years ago. So that’s the only problem I’ve found so far and it would be great if that could be fixed.",3,False,kana heartlake,Posts
2019-11-25 00:23:53,"I’m a fourteen year old girl who loves using instagram, instagram is by far one of the best suitable social media apps for me. This app covers numerous handy and easy to use features that make my use with social media so much better. I’m able to communicate with my family and friends that live far away either by messaging or video calling. As much as I love instagram I would also love and I’m sure others would too if when you go to edit your post that has multiple slides you have the choice of switching around the photos in any order that you prefer even after you have posted it. Many times I have regretted the order that I put my instagram photos and wished I could change them. If this feature was added to Instagram, I believe many others would love and appreciate this feature as much as I would and it most likely would make instagram more enjoyable. Thank you so much for reading 🙂💖",5,False,SimLover21,🆘 Please add this feature!!!🖐🚫📢
2019-07-18 03:57:13,"Noooooo why did you remove the number of likes on other people’s posts??? What if people want to know how many likes someone has???? Ik it’s because we shouldn’t focus on the likes, but come on, what if others want to see if your recent picture got more likes than another one because you said ‘I feel like I did better on this post” or “this is my best post yet!” Likeee... other people want to see how many likes people have, because they support one another, and for that to be taken away.... isn’t that the whole point of Instagram?? To post and see how many people engage with your posts???? And Ik it’s not about all of the likes, but it’s fun to see if other people’s posts did better than they’re last because they might’ve idk they improved on something and it’s just engaging, I used to click on the likes and follow those people who liked on that persons post, to see who they are, what they do.. its just a bit sad now 😞

I love Instagram, but please, I don’t want this feature",4,False,tealquoisearts,Seeing likes 🥺🥺🥺🥺🥺😞😞😞😞😞😞😞😞
2020-07-15 03:30:10,"Instagram used to be a great platform to widen your friends across the world and enjoy a great range of pictures of all genres.
In the past 2 to 3 years it’s become just the worst app I’ve ever used in relation to trying to grow friends. As soon as you get a certain amount it then tends to reduce it by a large chunk and I’ve seen this happen to countless other profiles. It can’t be a coincidence that Instagram reduces the numbers. It also slaps restrictions for the most ridiculous things such as “ going to fast” to “ unfriending or adding” to many friends in a short space of time. You should be able to use your profile how ever you see fit. It’s become to controlling and to quick to ban or restrict people for the stupidest issues. I know of another better and less strict platform came out, millions would ditch Instagram due to this as it has lost its appeal of a easy to use and fun platform.",5,False,bean981,Really poor app
2022-10-31 05:54:06,"Ever since I recently updated my 2021 iPad Pro 12.9 inch model to iOS 16.1 this week I noticed that when I started using Instagram again on my iPad the screen had shrunk to a smaller screen! So now when I’m watching stories half of the photos are chopped off on both sides of the screen including the top and bottom of the screen so I can’t view the rest of the screen!

Then when I’m on someone’s account it’s the same on there too! Can’t see their profile photos either because half of it is cut off and then when I’m trying to post a story myself there’s no button to click on to post my story as it just comes up with a text box where you can add text to your story so there’s no post to story button anymore! Plus when I’m trying to type text into my post I don’t have access to the full text box as it keeps dropping down the screen so it’s like out of view and I got to keep scrolling down with my finger to see what I’m typing!

Plus I noticed that it’s doing this big cropping thing on another app I use as well so it’s not just Instagram but one other app that I use frequently as well but it’s been mainly on Instagram though and it’s been really annoying lately as it never did it before I updated my software to iOS 16.1 and all my other apps are working fine!

Because I can’t really post anything properly at the moment either on stories and on posts because of this problem!

Please fix this problem please!",3,False,AussieStarWarsFan77,Updated to iOS 16.1 which shrinks both sides of app
