date,review,rating,isEdited,userName,title,developerResponse
2024-03-19 10:01:30,"Mid March 2024 the Apple app for Telegram began censoring Channels it did not like. The sneaky trick Apple used was to display a message on the user’s iPhone , “Unfortunately, this channel couldn’t be displayed on your device.” Independent of the post the channel makes this will be the message Solle has made it impossible to view these channels however the Desktop App does make it possible by making it “possible” to show the channel IF you know to go to the Desktop Settings-Privacy and Security-Scroll Down to Sensitive content and then toggle “Disable filtering” indicating that Telegram themselves are colluding to Censor those put on a watch list; likely by Globalist Elites",1,False,Benefel,Apple are now censoring Telegram Channels,
2024-09-05 00:53:53,"There is a rotation issue on iPad, sometimes after sleep in the background and rotation, the app comes with the input text field i the middle, crossing the screen like the famous sony x-bar menu but there is no keyboard to input. Rotating the device forth and back clears the issue. If instead of rotating, i click on text field then keyboard is pulled up under the text input field, no change in layout.
Despite me using all sorts of their omnichannel support, it is a rudderless ship when it comes to iPad i guess…oh well",3,False,cubeover,"Have an issue, support absent",
2023-10-08 15:16:45,"I’m using telegram since 2014 and I love it. The best app.
But since last update my camera in chats not working… picture is black for photo and video, back and front camera are black and video message is on loading too so no camera access.
I have iPhone 13 Pro Max with iOS 17 with full permission and it was working even on developer beta iOS but right now it’s not working.",5,False,Shane Taeed,Camera doesn’t work,
2019-05-26 04:45:44,"For the last year or so on multiple devices and all latest iOS the photos don’t always save even though the settings is already there. And background download of photos. Some have to be done manually 

In the last few weeks also the uploads of photos and videos is painfully slow even on low resolutions and I am talking on networks with 240 Mbps downloads and 90 Mbps uploads. It’s inadmissible",5,False,Windows PC,Great but...,
2020-01-26 18:59:31,"Telegram is giving delay notifications, the message will be received but the notification sound and numbers were taking too long. Sometimes a single message will not be notified at all unless opening the app. This is so uncomfortable while using the app. The online status will show green longer even after exiting the app. It will take at least a minute to show offline even after exiting the app. This two issues have to be fixed.",3,False,bhaga6,Delay notifications & online status,
2023-02-17 17:44:20,"The best app for chatting , communication and sharing information, hands down!
Lots of cool features like useful channels and useful bots! Offers Unlimited data transfer!
Also offers unlimited could space to save your personal data (saved messages section) and so on ! It keeps getting better and better by each update!",5,False,Saman_1997,Perfection,
2024-04-27 10:42:32,"I was very concerned that after initial download and sign up that I started receiving messages from unknown persons instantly. One claimed to be Mark Harmon - but his profile name had the first letter of his surname in lower case. I knew he was fake. He even sent a photo of the real Mark Harmon to me. 
I deleted the App quickly after.
How did these people see me so quickly after I’d registered? 
Apple - you need to ensure that these apps ASK YOU FIRST if you want to open new subscribers details to all and sundry! This is a priory privacy situation - get it right! 
I don’t get angry, but you guys have riled me this time.",1,False,Woof 65,Telegram Sign-Up,
2021-01-10 23:55:46,"Enjoying this app and very similar to WhatsApp the only issue I have on my apple devices is that when I go to contacts and try to invite friends by tapping on the invite and want to share to others via the heart to other options, my devices hang and I have to power off and on to get back to chats . 
I have written on your message to myself with this query ... no reply back? 
Can this please be rectified.",4,False,nothappiechappie,nothappychappie,
2021-01-17 08:23:50,Really enjoying this app .The features are a lot better than WhatsApp. All the other messaging apps I’ve tried this is my favourite it is very similar to WhatsApp but you can change the colours group chats are easy to set up . The only issue is sending large videos takes forever can you please update this feature,5,False,ShortieS2stabrn,Love the change,
2024-01-13 03:59:45,"dear Elon i hope you haven't cut me off it dosent seems to fit with our previous times together which have been quite exciting. I did win a big prize and i am waiting to enjoy that 
. Let me know if i'm now reached an past tense or just a bump in the road .
yours kindly from Graeme and Irene Askew Casino",5,False,Graeme's IPhone 3,Big Fan Casino Graeme,
2021-09-21 00:30:59,"The app is accessible with voiceover but still needs work. It is not as accessible as Whatsapp.
For example if I wanted to share an audio file from a particular app when I double tap on telegram within the share sheet then the accessibility goes away.
Please improve the accessibility of voiceover.
It's a great app and I really enjoy using it.",4,False,Kushal Solanki,need to improve voiceover support,
2023-07-08 14:02:00,"If you have apple they like to stop you from viewing things they deem questionable. Looking at whats banned (facts)and whats not (gruesome to clown ppl) It’s obvious they have their own agenda. 
However fellow crapple users… you can create a web link and add it to your home screen. Viola .. you can see them again.",5,False,Hippapottapudd,Good but not on crapple,
2023-02-03 00:18:27,"The best app on my phone by a mile. 
Would like to see a few upgrades; faster speed. When word searching in media the actual media doesn’t appear every time? 
Sometimes it just shows the channel and text? Not videos?",5,False,Ghjdhkkjvv,Unbelievable App well done,
2020-09-14 23:43:28,"I love the this incredible app, however it has a very annoying bug. When you wanna hear a voice and close your ear to hear it from small speaker, app thinks your recording and stops the voice & even other contact thinks your taking voice endlessly.",5,False,میر شایان,Voice bug,
2023-08-16 04:58:37,"User since 2015, and current premium supporter. I dislike the stories feature being added. I only want chat, not social media.

It feels like stories is being pushed in my face when I don't care about it and don't want it. Just because you can doesn't mean you should.",4,False,Composer1992,"I don't need or want ""stories""","{'id': 38352290, 'body': ""Stories take up no extra space in the Telegram UI –\xa0but if you'd prefer not to see stories from certain contacts, hold down on their profile picture at the top of your screen and select 'Hide Stories'.\r\n\r\nThis does not affect your chat with the user, and they won't know that you hid their stories."", 'modified': '2023-08-17T13:26:24Z'}"
2018-09-16 04:04:30,"This app is one of the best I’ve used in a while and it’s great for the groups I’m part of. However I have a suggestion, I would like to be able to send the stickers I have on telegram in iMessage. Stickers are one of my favourite parts of telegram and I would love to be able to use them with the people that don’t have telegram. Telegram is a great app :)",5,False,autoplay5,I really love this app,
2021-05-17 00:24:22,I like using this app. But what I don’t like is that I haven’t given telegram access to my phone book to find friends yet the app somehow knows exactly when someone who is in my phone contacts joins and even ppl who have been deleted from my phone contacts pop up saying they have joined! Somehow telegram is accessing my phone book even though I have denied them permission 🤬,3,False,Krazy smitty,Contacts,
2021-03-24 01:01:30,"Please fix the following problems 
- audio quality is mediocre 
Voice echoes constantly on the speakers end
- voice volume tends to slowly dissipate becoming very hard to listen to the other party on the other side of the line. Every time the server is relayed you loose sound quality. It happens all the time. You and up using other VOIP apps unfortunately 
- the cosmetics of the App are nice backgrounds, perks etc but voice transfer of files etc are always a dread and hard to work with. Have to rely on the other Apps to do this resulting in having to completely go back to the Facebook apps that work well. Thank you for trying to solve this ASAP 
By the way signal is really cool too , ágain some things are not 100%",3,False,Engel 010,Nice app some bugs to fix,
2018-08-11 15:08:06,"I have used this app for more than 2 years. All features had worked really well since calls didnt contact with this app. I tried so many times. Even i reseted my phone. It can be only possible to call to smb with iphone X. 

Could you please fix this feature",5,False,oddiymuxlis,Call contacting problem,
2023-11-07 09:11:42,"bug in all chats , 
Affective after latest two updates. November 23 
Whilst typing you are unable to correct typos or place cursor in any part of the message. When clicking on any typos in the message the cursor jumps to the endpoint of the current message. 
This happens in all chats , two different personal devices. App uninstalling and clean reinstall does not correct the error . Bug is also appearing on other contacts devices. 
Please fix this",1,False,optus user 1,Auto correct has issues November 23 updates,
2018-10-17 15:21:16,Seems more harm was done that good in this latest upgrade. Settings such as sounds associated with a contact seemed to all get changed and messed up. The badge on the iOS icon doesn’t seem to update sometimes and other times says ‘1’ when in fact there are say 7 messages. The self destruct timer on long running chats is not self destructing at all. Please bring back the previous version.,3,False,DocD ,"iOS Badges and more, broken","{'id': 6193287, 'body': ""Sorry for the inconvenience. We've made some changes for badge and it should be fine now. Please, update the app. If you still get any troubles with the app, please email us qa@telegram.org"", 'modified': '2018-12-01T17:32:38Z'}"
2019-05-09 21:57:35,"I have an issue on iOS, with the latest version of telegram installed

Sometimes when i tap on a notification from telegram it brings me to a black screen, showing nothing. This can be resolved by either pressing home, then tapping on telegram again (not restarting the app). Are there any ideas for a fixes or is this a known bug?",4,False,actual pupper,Great app save for one issue,
2020-04-05 07:49:15,"Hello. I have a problem with this new version of Telegram. When someone replies to one of my messages that I've sent to them, I can not literally find out which messages they exactly replied. The colour is not obvious enough, then it's hard to recognize which message between other messages they replied to. It would be better if this problem will be solved.",4,False,Rygz666,....,
2023-10-16 14:15:01,Telegram app is great but it needs an update to prevent the ❤️ emoji from appearing on posts when scrolling up or down. There’s nothing more irritating that scrolling past a post that’s demeaning or disturbing and giving the post a ❤️ when you want to go past it. I’m sure this is happening to thousands of people!!,4,False,Gunrunner 4610,Needs an update!!,
2018-09-20 00:01:49,"Fantastic app, fast, handles multi devices so well. 
One major issue with iOS app - it has a horrible feature that you can’t turn off. It’s designed to start recording audio every time you hold the phone to your ear. 
...which also does it every time you put it in your pocket before locking, or close your case cover over the screen, etc.",3,False,Adam-Sydney,Almost perfect - needs to remove auto audio record!,
2022-01-26 13:21:41,"Love this amazing new method of communication...  however... 
when people respond to a post,  and a notification appears.... When I go to see the response... Nothing.  The response isn’t retrieved.  No matter what I do... 
I’m forced to search through the feed, in order to find the respondents.",4,False,Legoman77,Reply notifications disappear.,
2019-02-28 22:36:01,"You have a huge problem concerning notifications. Sometimes I don't even receive them on my lockscreen. The message will just mark on the application itself, so if I don't check that I won't even know that i received a message. Please fix that part cz I honestly love this app.",5,False,redgurly,Notifications,
2018-10-11 11:33:40,"After updating to Telegram 5 I feel much better about this app: smooth, and much quicker. However, I still miss the watch OS support and hopefully I will see it back soon. Overall, still a good app and I am looking forward its future.",5,False,charlietai,"Better experience, no longer support Apple Watch","{'id': 6193295, 'body': ""The Watch app is back few versions ago. Please, update the app if you're still didn't."", 'modified': '2018-12-01T17:34:25Z'}"
2022-12-01 09:16:25,The dev team are doing an amazing job with the features released for this app. But it’s all overshadowed by the spam that constantly get through any privacy settings. I have every privacy setting as “contacts only” but I still get messages from scammers I don’t know. Same with my close family and friends. We’ve all had enough and moved to another platform.,2,False,Waterproof Toaster,Spam a day keeps me away,
2023-09-24 12:16:54,"I’m giving this app a single star on the basis that premium users are easily identified through their premium badge. This is a HUGE privacy issue, I’m sure that I’m not the only person who wishes to keep their subscription private. While it could be a useful tool for businesses, the same cannot be said for people who value all aspects of their privacy. I’ll review my rating once this has been fixed.",1,False,KittyKat3146,Please allow the premium badge to be hidden,
2022-01-12 12:52:25,"Great app. Easy to use platform. However, there needs to be a feature to remove phone contact details so the conversations are completely private. Especially in the case of joining public groups where you wish to remain anonymous.",4,False,Kimmky66,Anonymous contacts,
2020-11-03 04:16:40,"This app is absolutely power packed, video calling is still work in progress for sure. But apart from that it’s pretty much great!!
Although I am hoping that telegram team comes up with casting option to chromecast or smart tv so that we can play our favourite videos on TV.",4,False,J0E10,power packed App but needs one more functionality,
2024-02-27 11:39:29,It has so many nice features and it is by far better than WhatsApp. The only catch is if you want to use end to end encrypted messages you need to use secret chats so that messages don’t store on the cloud database.,5,False,Melvynee,One of the best messaging apps,
2022-07-02 15:26:00,It would be easier if there was an option to create multiple “Saved messages” folders-for sorting messages by topics.,5,False,No_Name_111,Needs extra options,
2021-06-17 00:59:42,No issues at all with the app but I deleted the account to make a new one because I had so many scammers contacting me and now it says I have to wait “a few days” before making an account again.. not sure how many days a few is but that was a few days ago and I still can’t use it,3,False,Dandandandan2758,Worked well till I can’t sign in,
2021-04-25 03:10:40,Hey so I wanted to write this review bc I wanted to say that it is an awesome app and I love it a lot but I think this app could be better by adding stories so we can put stuff on our stories and people can comment and it can be really fun hope u use my idea bye love this app 🌻⚡️🌿,5,False,yah user,Awesome but,
2019-06-26 23:03:47,"I like it, it’s very easy to use with very similar functions to other apps that are similar but don’t have the security, I really like the variety of stickers and would like to see them add new range every month. Definitely inviting my friends to use this app",5,False,DiscoStuey,Very easy to use,
2020-09-05 23:45:22,"When I joined I noticed my son’s number in there. It’s clearly not him so I checked with him. How could someone join using his number??? Is this a way people can try and get info from you if you think it is them. 

There’s another contact in my list but I’m sure it’s not her either. I was very regretful I have joined. If this is not fixed I would be scared someone could pose as me. 

Have sent msg to where it says. Better get some help or I’ll be telling all I know not to use this!!!!",1,False,shazzacr,Secure?????? I don’t think sad o 😖,
2021-02-04 02:00:41,"App freezes on my iPhone 8 and I can’t scroll so have to reboot my phone to use it again 
Seems to happen when I hold down a post (usually by accident) and then it stops.. 
great app overall this bug would be good to fix",4,False,Danunited,App freezes and I have to restart phone,
2021-03-13 11:56:53,"Telegram disappeared from iOS share sheets on my iOS?

Back a couple of weeks it I can no longer find the icon to share to telegram, but still I can see the few dialogs I have previously shared too on the top. I tried to resolve by delete and reinstall telegram on my iPad and all options are gone.

This is really annoying now.",3,False,Ryan0403,Disappeared from iOS share sheet on iPads,
2024-05-14 11:16:08,"Main Reason To Much Notifications 📣 
Personally I use iPhone, and I am getting very annoyed by telegram notifications, these are too much disturbing 😳 

Finally - Don’t Install this app without any reason….",5,False,Hhhhhhhhhhfddjudcjucjufc,Don’t Install 😓,
2023-07-06 12:08:42,"You have to PAY if you want to turn off the settings where literally anyone can see your number and leave a voice note!!?? As a woman, this app made me feel unsafe and sick to my stomach. I also got a creepy message from an unknown number the second I downloaded it. They didn’t have my number so got it from the app. What the heck is this app, i deleted my account after two seconds after I saw this. Shocking.",1,False,Emily1234-,AWFUL PRIVACY!,
2021-08-18 21:12:49,"Pro: At first I was happy with the app because of short video message, very convenient and fund to do so.

Con: video quality is by far worse than other app; also I was spam by message from strangers many times at night when I was sleep. This app is famous for security, how could it happens?",3,False,moonstone9x,Spam message from strangers,
2019-06-18 15:09:27,"The features telegram offers are mind blowing. I can’t think of any better texting app. I wonder how other platform users haven’t found out this one yet. Also, with every single update comes tons of amazing new features. It’s like the Ferrari of IM apps:)",5,False,paya.alaee,Best IM app out there,
2021-12-13 13:50:04,I haven’t seen any other social media/messaging apps release totally innovative features at this frequency. There are all sorts of channels and groups. If only there was a directory of some sort,5,False,platinum_coast,Feature rich. Content rich,
2020-11-17 23:48:43,"Hey guys, just wanted you to know there’s a bug in telegram, the screen in iphone x when you reply in notification center, the screen stock, even pressing any button or the assistive touch won’t work, you have to restart the phone in order for it to work again hope you fix this asap thanks",3,False,bdkaiags,Notification center bug,
2019-11-18 03:57:25,"I'd like to be able to access group threads from favourites on share sheet and the home screen 3D Touch widget. 

I use group threads more often than the individual people I'm offered in frequently used contacts. 

It should really be most commonly used threads not just individuals",3,False,brilliantthings,Need to access group threads from home screen 3D Touch and favourites menu on share sheet,
2020-11-17 14:24:25,"So one day I opened up Telegram and got a screen asking for my phone number.  No reason, no explaination, no disclosure about whether this info would be private?  Secure?  Visible?  Public?  What did you need it for?  Nothing.  Zero info.  I am supposed to just blindly trust you with no reason given and no explaination how it will be used or Shared.  I can't progress without giving the number and no option to see explaination, purpose or privacy statement.  So,

Uninstall.   Bye.",1,False,Chainie B.,All Take and No Give,
2023-11-30 07:15:23,Hi i dont know what happened with the new update but please return back to the older version. My problem is that my telegram app doesn’t work and whenever i open it it always says updating and connecting all day. I started to try and text my friends but it gives me the loading signal and a exclamation red mark beside it. So basically i cant use my telegram app. Giving and receiving message,1,False,Jess JMT,New update please,
2022-03-11 14:36:07,"What an awful install/setup experience this was

I didn’t think default settings could get worse than FB Messenger

Forces you to upload all your Contacts when I actually just wanted to specifically message one friend… why can’t it be a choice to manually add a contact?

Shows you online by default, when I don’t want hundreds of blast-from-the-past contacts seeing I’m online until I manage to find the setting otherwise 

And almost every other default setting that was On I had to switch Off 🤦🏼‍♀️ 

But that’s the mass appeal, I get it, just not for me

If you’re a kid who loves emojis & GIFs in messages, you’ll love this app",1,False,picksomething,Be sure to review all default Settings!,
2022-11-01 22:16:25,Great texting service but the phone service needs work. The line gets cut off often and I cant hear the opposite person on the line. Please work on it. Thanks!,4,False,Yueulsr,Phone service needs work,
2019-10-14 07:56:01,"I love telegram, but cannot get calls or photo-messages to work. It can’t access my photos or microphone, and when I try to give it permission in the iOS settings there is no option...",5,False,Joe Pepperone,No calls or photos,
2022-10-11 02:37:49,"Whenever I call somebody and tap on speaker, many times the call volume do not increase. I would still need to hold the phone over my ear to hear the other person just like a normal call. Please fix this and I’ll update my review",3,False,faz3rdazer,Low speaker volume during calls,
2020-09-11 05:12:50,"Hello
I got a problem that if anyone would share a link of their Telegram link, it will not open. 
The link will open in a safari page and it will stay there waiting and nothing happens. I waited so many times for hours and nothing happens. 
Can I know what’s the problem?",3,False,balushi:),Problem with Telegram chat links,
2020-05-24 12:54:38,"New to the app and liking it. Would prefer to have a copy link or share link to invite friends via sms, email, a message on another platform. This could possibly in the settings or in a more obvious and convenient location.  Another feature could be a story tab like fb, messenger & Instagram.",3,False,Mimi_v2,Suggestions,
2023-12-05 07:58:06,I had the app open and was going through my messages that I notices the camera light went on for a very short period of time and went off again! Has anyone else had this experience?,3,False,Rosemase,Camera light went on,
2023-11-01 23:19:37,"Recently changed my number, so I tried logging into my account with the changed number. Failed to do so with the resposne being “too many attempts try again later”. Has almost been 24h. 
But the app itself is great tho",3,False,Damovenpick,Issues logging in,
2022-09-28 11:03:16,Downloads disappear as soon as it finishes downloading. It should be there to access files coz nobody wants to go back to chats and scroll and scroll for old downloads.,5,False,yasir134,New update bug,
2019-01-20 04:47:49,You can experience some opportunities that never can do in another social app. Very useful. You can use it as a data storage also and keep your files there easily and handy. Thanks,5,False,Aliiin2,The best social communicate app,
2023-09-05 06:35:56,"Telegram used to be my favourite messenger app until they added stories (they seem they want to increase the user engagement and slowly transition to a social media app). 

Please stay as distraction free as you previously were. Or at least give us the option to hide the stories.",2,False,Lady In Tech 2047,Adding stories made the app like any other social media app,
2020-03-30 21:04:50,I think you guys should add voice recognition in different languages apart from google play r apple recognition engines which cannot understand many different languages at the moment,5,False,Alireza.kashian,Voice recognition,
2018-09-16 14:21:07,Just three days ago the audio was available for listening with the lock screen. However today when I have turned on the audio in chat it has been stopped when the screen has locked.,3,False,Anvelka,The audio doesn’t work with a lock screen.,
2021-01-17 16:19:51,Since I installed this app it worked perfectly for me. Video/Voice quality is really good. No problem at all. It is similar to Whatsapp but I prefer Telegram though now and I am just loving it. ☺️,5,False,iheartyou56,No issue so far,
2021-12-07 20:44:41,This App is so far private and far more productive then the others. it is disheartening to hear so much private citizens information being misplaced and literally given away to third or even fourth party unknown entities.,4,False,Virgoart09,Telegram is a blessing,
2023-09-25 08:38:57,It would be nice to get notifications when have the app open either in back ground or while screen offwhen receive any message coz currently that isn't happening please fix thanks,3,False,needs some things,Notifications while app open,
2022-11-07 05:29:05,"After using the app with an active phone number with a reputable telco for about 4 months the app suddenly deleted my account , no warning or pop ups windows, nothing. Now the app states that my way phone number is banned. Wrote 4 emails to various customer support address. Not a single reply. AVOID. Especially if you’re paying for their premium tier.",1,False,Uber-Fly-Guy,App Deletes Accounts : NO Support,
2021-05-06 12:28:26,I have been using Telegram for 3 yrs and I love the App to communicate with my partner overseas. But I’m having trouble with the phone calls recently. I have written in Contact Us Re the issue. Could someone please contact me and assist me with my problem. Thanks,4,False,Franny61,Love Telegram,
2021-10-18 20:45:18,"Probably one of the most underrated messaging apps, performance is so smooth, has so many features. Wish more people used it!",5,False,Brendanefro,Underrated,
2021-06-13 04:01:45,"Suggestion has been that if I don’t have the traditional solid blue background app icon, I may have a compromised version of Telegram.  Is this true?  Mine is black and white, in a white frame.  

Can someone more tech savvy than I am, please explain?",3,False,Need for Speed …..,"Why is my installed Telegram App item black and white, rather than blue?",
2024-09-10 07:05:18,Whenever i enter into a group video call. A camera preview will show up seeing myself in landscape mode which should be on portrait mode and i see myself sideways. Once i turn the phone into supposedly landscape position i am seeing myself upside down. I don’t know if it is a bug or not but i hope there’s a solution for this asap.,1,False,NathanBolet,Camera right orientation issue,
2019-02-27 20:47:33,"Needs a multi media player where all of your music is in one place can you please make a music media update so all of your music is in one place so you don’t have to go and keep
Changing music channels thanks",4,False,QualifiedAssassin,I love it but needs a multimedia player,
2023-08-03 22:46:04,"Admins need more control over channels. When it comes to busniess and reactions in channels you can’t see who’s reacted to what. Bad statistics per post, when it comes to the stats per post we need more information on who’s doing what in channels. 
Recent actions could do with so much more.",3,False,Lacotsè,More Control,
2024-01-26 21:51:29,"This app is absolutely useless as it opens but can not access any messages due to it being frozen. Please fix this issue. It was running well for a long time but now it’s just taking up space in my phone and needs deleting. 
Can’t contact anyone on this platform and users need to be wary that their messages can become frozen.",1,False,travellingIng,App frozen,
2022-08-15 05:28:25,"Wonderful app I ever used 
So much useful for me amazing app 
Sometimes old chats can’t see didn’t shows 
Then premium features I want unfortunately Indian people can’t buy bcz it’s not affordable prize so costlier for a month",4,False,kavyai,Not good not bad,
2018-04-29 02:04:37,"Was working perfectly until today, keeps saying I have no internet connection when I do as I can search the internet and use it as normal but the app doesn’t recognise I have internet. Wouldn’t let me send messages , deleted the app and re installed it , same thing happened.",3,False,jadeleighh,Stoped working ?,
2023-05-20 06:16:49,I got scammed from a scammer using telegram I’ve reported it to every support option telegram has included email head office. Not asking to help me but to remove the scammer. I even had txt message evidence yet they took no actions & still supporting them using telegram I guess any criminal can use telegram’s account as long as there paying telegram will support there crimes.,1,False,Sea-eagles,Do not use they support scammers,
2024-03-14 23:16:02,"Home brew encryption, unencrypted by default, weak privacy by default , Telegram is no longer fit for purpose as a default messaging client, but functions well as an auxiliary one, including great cross platform support. 

Move to matrix, but keep telegram for now.",4,False,mrbailsthecat,FOSS but...,
2021-11-27 09:57:19,"Please make option to lock/disable public groups from the app. I like the messaging and chat features. However, when I type in search, it suggest all the public groups, some are violent, illegal,etc. Please help keep app clean for some people.",2,False,starred52,"Everything useful, not public groups",
2021-11-05 16:48:19,"I love this app with all its quirkiness. However, since the last update, Telegram really hurts my iPhone battery. It uses why to much battery; almost as twice as it did before. Please fix it. Much appreciated.",3,False,EatRice246,Latest update hurts battery performance,
2019-07-09 11:33:46,I have been using this app for over 5 years and never experienced problems or down time. User friendly and secure. I would suggest it.,5,False,Paul.sd,Great user friendly app,
2019-07-06 22:01:24,"Being able to delete or edit messages is the best thing I could ever ask for from a messaging app. 
And I’ve never had trouble with the app before. It’s pretty perfect 👏",5,False,Kase A.Z.,Love it,
2023-04-08 11:51:59,"Installed on ipad, but discovered it needs a phone number to start. I’m without a phone number because they keep getting hacked and stolen. I cannot trust you with any phone number that I get that you won’t misuse it or allow others to find me by it. Other apps don’t need a phone number to register.",1,False,midspace,Requires a phone number to start,
